fid,Schad_X207,Schad_X208,Schad_X265,Schad_X209,C29_1394_2,Schad_2469,Typ_X210,X_210,X_207,X_208,X_209,VII_2469,X_265,C29_1394,str_inter,Ottawa
4895,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{wieder aufgebaut},,1,
4896,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,geräumte Fläche,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{wieder aufgebaut},,1,
4897,schwerer Schaden neu,schwerer Schaden alt,Wieder aufgebaut,nicht kartiert,geräumte Fläche,total beschädigt,grau,{grau},{Schwerer Schaden neu},{Schwerer Schaden alt},{nicht kartiert},{total beschädigt},{wieder aufgebaut},,1,
4898,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,geräumte Fläche,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{wieder aufgebaut},,,
4899,Totalschaden alt,Totalschaden alt,Wieder aufgebaut,Totalschaden alt,nicht kartiert,total beschädigt,grau,{grau},{Totalschaden alt},{Totalschaden alt},{Totalschaden alt},{total beschädigt},{wieder aufgebaut},,,
4900,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,geräumte Fläche,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{wieder aufgebaut},,,
4901,nicht kartiert,nicht kartiert,Unbeschädigt,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{unbeschädigt},,,
4902,nicht kartiert,nicht kartiert,Unbeschädigt,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{unbeschädigt},,,
4903,nicht kartiert,nicht kartiert,Unbeschädigt,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{unbeschädigt},,,
4904,schwerer Schaden neu,schwerer Schaden alt,Unbeschädigt,schwerer Schaden neu,geräumte Fläche,nicht kartiert,grau,{grau},{Schwerer Schaden neu},{Schwerer Schaden alt},{Schwerer Schaden neu},,{unbeschädigt},,,
4905,schwerer Schaden neu,schwerer Schaden alt,Unbeschädigt,schwerer Schaden neu,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{Schwerer Schaden neu},{Schwerer Schaden alt},{Schwerer Schaden neu},{leicht und mittel beschädigt},{unbeschädigt},,,
4906,schwerer Schaden neu,schwerer Schaden alt,Unbeschädigt,schwerer Schaden neu,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{Schwerer Schaden neu},{Schwerer Schaden alt},{Schwerer Schaden neu},{leicht und mittel beschädigt},{unbeschädigt},,,
4907,nicht kartiert,nicht kartiert,Unbeschädigt,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{unbeschädigt},,,
4908,schwerer Schaden neu,nicht kartiert,Unbeschädigt,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{Schwerer Schaden neu},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{unbeschädigt},,,
4909,nicht kartiert,nicht kartiert,Unbeschädigt,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{unbeschädigt},,,
4910,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{leicht und mittel beschädigt},{wieder aufgebaut},,,
4911,schwerer Schaden neu,schwerer Schaden alt,Wieder aufgebaut,schwerer Schaden neu,geräumte Fläche,leicht oder mittel beschädigt,grau,{grau},{Schwerer Schaden neu},{Schwerer Schaden alt},{Schwerer Schaden neu},{leicht und mittel beschädigt},{wieder aufgebaut},,,
4912,Totalschaden alt,Totalschaden alt,Total zerstört,Totalschaden alt,nicht kartiert,total beschädigt,grau,{grau},{Totalschaden alt},{Totalschaden alt},{Totalschaden alt},{total beschädigt},{total zerstört},,,
4913,nicht kartiert,nicht kartiert,Unbeschädigt,nicht kartiert,nicht kartiert,nicht kartiert,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},,{unbeschädigt},,,
4914,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,geräumte Fläche,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4915,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4916,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4917,Totalschaden alt,nicht kartiert,Nicht Kartiert,nicht kartiert,nicht kartiert,nicht kartiert,grau,{grau},{Totalschaden alt},{nicht kartiert},{nicht kartiert},,{nicht kategorisiert},,,
4918,Totalschaden alt,Totalschaden alt,Total zerstört,Totalschaden alt,nicht kartiert,total beschädigt,grau,{grau},{Totalschaden alt},{Totalschaden alt},{Totalschaden alt},{total beschädigt},{total zerstört},,,
4919,Totalschaden alt,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{Totalschaden alt},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4920,Totalschaden alt,nicht kartiert,Nicht Kartiert,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{Totalschaden alt},{nicht kartiert},{nicht kartiert},{total beschädigt},{nicht kategorisiert},,,
4921,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,geräumte Fläche,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{wieder aufgebaut},,,
4922,Totalschaden alt,Totalschaden alt,Total zerstört,Totalschaden alt,nicht kartiert,total beschädigt,grau,{grau},{Totalschaden alt},{Totalschaden alt},{Totalschaden alt},{total beschädigt},{total zerstört},,,
4923,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{wieder aufgebaut},,,
4924,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{wieder aufgebaut},,,
4925,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{wieder aufgebaut},,,
4926,Totalschaden neu,Totalschaden alt,Wieder aufgebaut,Totalschaden neu,geräumte Fläche,total beschädigt,grau,{grau},{Totalschaden neu},{Totalschaden alt},{Totalschaden neu},{total beschädigt},{wieder aufgebaut},,1,
4927,Totalschaden neu,Totalschaden alt,Wieder aufgebaut,Totalschaden neu,geräumte Fläche,total beschädigt,grau,{grau},{Totalschaden neu},{Totalschaden alt},{Totalschaden neu},{total beschädigt},{wieder aufgebaut},,1,
4928,Totalschaden neu,Totalschaden alt,Wieder aufgebaut,Totalschaden neu,geräumte Fläche,total beschädigt,grau,{grau},{Totalschaden neu},{Totalschaden alt},{Totalschaden neu},{total beschädigt},{wieder aufgebaut},,1,
4929,schwerer Schaden alt,schwerer Schaden alt,Wieder aufgebaut,schwerer Schaden alt,nicht kartiert,schwer beschädigt,grau,{grau},{Schwerer Schaden alt},{Schwerer Schaden alt},{Schwerer Schaden alt},{schwer beschädigt},{wieder aufgebaut},,1,
4930,schwerer Schaden alt,schwerer Schaden alt,Provisorium,schwerer Schaden alt,geräumte Fläche,total beschädigt,historisches Gebäude,{Historische Gebäude},{Schwerer Schaden alt},{Schwerer Schaden alt},{Schwerer Schaden alt},{total beschädigt},{Provisorium},,,
4931,nicht kartiert,schwerer Schaden alt,Wieder aufgebaut,schwerer Schaden alt,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{Schwerer Schaden alt},{Schwerer Schaden alt},{total beschädigt},{wieder aufgebaut},,,
4932,schwerer Schaden alt,schwerer Schaden alt,Total zerstört,schwerer Schaden alt,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{Schwerer Schaden alt},{Schwerer Schaden alt},{Schwerer Schaden alt},{total beschädigt},{total zerstört},,,
4933,schwerer Schaden alt,schwerer Schaden alt,Total zerstört,schwerer Schaden alt,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{Schwerer Schaden alt},{Schwerer Schaden alt},{Schwerer Schaden alt},{total beschädigt},{total zerstört},,,
4934,schwerer Schaden alt,schwerer Schaden neu,Wieder aufgebaut,schwerer Schaden alt,geräumte Fläche,"Mauerteile, die einzustürzen drohen",grau,{grau},"{Schwerer Schaden alt, nicht kartiert}",{Schwerer Schaden neu},{Schwerer Schaden alt},"{Mauerteile, die einzustürzen drohen}",{wieder aufgebaut},,,
4935,nicht kartiert,nicht kartiert,Provisorium,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{Provisorium},,,
4936,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4937,nicht kartiert,schwerer Schaden alt,Total zerstört,schwerer Schaden alt,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{Schwerer Schaden alt},{Schwerer Schaden alt},{total beschädigt},{total zerstört},,,
4938,schwerer Schaden alt,schwerer Schaden alt,Wieder aufgebaut,schwerer Schaden alt,geräumte Fläche,"schwer beschädigt, aber Außenmauerteile noch gut erhalten",historisches Gebäude,{Historische Gebäude},{Schwerer Schaden alt},{Schwerer Schaden alt},{Schwerer Schaden alt},"{schwer beschädigt, aber Außenmauerteile noch gut erhalten}",{wieder aufgebaut},,,
4939,nicht kartiert,schwerer Schaden alt,Total zerstört,schwerer Schaden alt,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{Schwerer Schaden alt},{Schwerer Schaden alt},{total beschädigt},{total zerstört},,,
4940,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4941,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4942,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,1,
4943,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4944,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,1,
4945,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4946,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,1,
4947,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,"Mauerteile, die einzustürzen drohen",grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},"{total beschädigt, Mauerteile, die einzustürzen drohen}",{total zerstört},,1,
4948,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,"Mauerteile, die einzustürzen drohen",grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},"{total beschädigt, Mauerteile, die einzustürzen drohen}",{total zerstört},,1,
4949,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,"schwer beschädigt, aber Außenmauerteile noch gut erhalten",historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},"{schwer beschädigt, aber Außenmauerteile noch gut erhalten}",{wieder aufgebaut},,1,
4950,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,geräumte Fläche,"schwer beschädigt, aber Außenmauerteile noch gut erhalten",historisch wertvolles Gebäude,{Historisch wertvolle Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},"{total beschädigt, schwer beschädigt, ausgebrannt, Außenmauerteile leicht beschädigt}",{total zerstört},,1,
4951,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,schwer beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{schwer beschädigt},{wieder aufgebaut},,,
4952,schwerer Schaden alt,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,schwer beschädigt,grau,{grau},{Schwerer Schaden alt},{nicht kartiert},{nicht kartiert},{schwer beschädigt},{wieder aufgebaut},,,
4953,nicht kartiert,nicht kartiert,Nicht Kartiert,nicht kartiert,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{nicht kategorisiert},,,
4954,nicht kartiert,nicht kartiert,Provisorium,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{Provisorium},,,
4955,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4956,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4957,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,historisches Gebäude,{Historische Gebäude},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4958,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4959,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4960,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4961,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4962,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4963,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,geräumte Fläche,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4964,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,geräumte Fläche,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4965,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4966,Totalschaden neu,nicht kartiert,Nicht Kartiert,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{Totalschaden neu},{nicht kartiert},{nicht kartiert},{total beschädigt},{nicht kategorisiert},,,
4967,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,schwer beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{schwer beschädigt},{wieder aufgebaut},,,
4968,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4969,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4970,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,schwer beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{schwer beschädigt},{wieder aufgebaut},,,
4971,nicht kartiert,nicht kartiert,Wieder aufgebaut,nicht kartiert,nicht kartiert,schwer beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{schwer beschädigt},{wieder aufgebaut},,,
4972,nicht kartiert,nicht kartiert,Total zerstört,nicht kartiert,nicht kartiert,total beschädigt,grau,{grau},{nicht kartiert},{nicht kartiert},{nicht kartiert},{total beschädigt},{total zerstört},,,
4973,nicht kartiert,Totalschaden neu,Total zerstört,nicht kartiert,geräumte Fläche,"Mauerteile, die einzustürzen drohen",grau,{grau},{nicht kartiert},{Totalschaden neu},{nicht kartiert},"{total beschädigt, Mauerteile, die einzustürzen drohen}",{total zerstört},,,
4974,nicht kartiert,Totalschaden neu,Wieder aufgebaut,nicht kartiert,geräumte Fläche,"Mauerteile, die einzustürzen drohen",grau,{grau},{nicht kartiert},{Totalschaden neu},{nicht kartiert},"{total beschädigt, Mauerteile, die einzustürzen drohen}",{wieder aufgebaut},,,
